name,normalizedName,description,eligibilityStatus,category,sourceUrl,source,scrapedAt
"Contact Lens Case","contact lens case","Contact lens cases are eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) or limited-purpose flexible spending account (LPFSA). Contact lens cases are not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/contact-lens-case","hsastore","2026-06-07T22:11:28.669Z"
"Contact Lenses","contact lenses","Contact lenses are eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement accounts (HRA), and limited-purpose flexible spending accounts (LPFSA) when prescribed. They are not eligible for reimbursement with dependent care flexible spending accounts. To shop a large variety of eligible contact lenses, visit contacts.hsastore.com","Eligible w/Rx","","https://hsastore.com/hsa-eligibility-list/c/contact-lenses","hsastore","2026-06-07T22:11:28.669Z"
"Contact Solution","contact solution","Contact Solution is eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement arrangements (HRA) and limited-purpose flexible spending accounts (LPFSA). Contact solution is not eligible for reimbursement with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/contact-solution","hsastore","2026-06-07T22:11:28.669Z"
"Contraceptives (OTC)","contraceptives otc","Over-the-counter (OTC) contraceptives are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA) and may be eligible with a limited-purpose flexible spending account (LPFSA). OTC Contraceptives are not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/contraceptives-otc","hsastore","2026-06-07T22:11:28.669Z"
"Contraceptives (Rx)","contraceptives rx","Prescription contraceptives are eligible for reimbursement with a prescription with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Prescription contraceptives are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/Rx","","https://hsastore.com/hsa-eligibility-list/c/contraceptives-rx","hsastore","2026-06-07T22:11:28.669Z"
"Controlled substances in violation of federal law","controlled substances in violation of federal law","If a controlled substance violates federal law, then the expense will not qualify even if a state law allows it with a prescription. For example, medical marijuana allowed in one state and prescribed by a doctor would not be eligible as it is prohibited by federal law. Therefore, controlled substances in violation of federal law are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/controlled-substances-in-violation-of-federal-law","hsastore","2026-06-07T22:11:28.669Z"
"Convalescent Home","convalescent home","The cost of medical care provided in a convalescent home or nursing home (for ex., following a hospital stay or surgery) is a qualified medical expense. This includes the cost of meals and lodging in the convalescent home if the main reason for being there is to receive medical care. Under these conditions, these expenses would be eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Convalescent home reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/convalescent-home","hsastore","2026-06-07T22:11:28.669Z"
"Cooling Gel Sheets for Fever Reduction","cooling gel sheets for fever reduction","Cooling gel sheets for fever reduction reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cooling gel sheets for fever reduction are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Pain Relief","https://hsastore.com/hsa-eligibility-list/c/cooling-gel-sheets-for-fever-reduction","hsastore","2026-06-07T22:11:28.669Z"
"CoolSculpting","coolsculpting","Coolsculpting, or cryolipolysis, is a cosmetic procedure and therefore not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/coolsculpting","hsastore","2026-06-07T22:11:28.669Z"
"Cord Blood Storage","cord blood storage","Cord blood storage is sometimes eligible with a Letter of Medical Necessity (LMN) from a physician if it is to treat an existing or imminently probable disease with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Cord blood storage reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/c/cord-blood-storage","hsastore","2026-06-07T22:11:28.669Z"
"Corn Remover","corn remover","Corn remover is an eligible over-the-counter (OTC) item with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Corn remover reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Foot Care","https://hsastore.com/hsa-eligibility-list/c/corn-remover","hsastore","2026-06-07T22:11:28.669Z"
"Corneal Keratotomy","corneal keratotomy","Corneal keratotomy is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), and limited-purpose flexible spending account (LPFSA). Corneal keratotomy is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/corneal-keratotomy","hsastore","2026-06-07T22:11:28.669Z"
"Corneal Ring Segments","corneal ring segments","The cost of these devices implanted in the eye to correct vision is an eligible medical expense with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA) or limited-purpose flexible spending account (LPFSA). Corneal ring segment reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/c/corneal-ring-segments","hsastore","2026-06-07T22:11:28.669Z"
"Cosmetic Procedures","cosmetic procedures","Cosmetic procedures (e.g. facelift, Botox, hair transplants, liposuction, teeth whitening) are usually ineligible, unless the procedure is necessary to improve a deformity due to a congenital abnormality, personal injury or disfiguring disease. Therefore, in the vast majority of cases, cosmetic procedures are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cosmetic-procedures","hsastore","2026-06-07T22:11:28.669Z"
"Cosmetics","cosmetics","Cosmetics are not eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cosmetics","hsastore","2026-06-07T22:11:28.669Z"
"Cotton Balls","cotton balls","Cotton balls reimbursement is not eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cotton-balls","hsastore","2026-06-07T22:11:28.669Z"
"Cotton Swabs","cotton swabs","Cotton swabs are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/c/cotton-swabs","hsastore","2026-06-07T22:11:28.669Z"
